hscode,statcode,classifyCnnm,hsname,ciqname
0106199010,0106199010109,羚牛,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(羚牛)
0106199010,0106199010110,羚羊,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(羚羊)
0106199010,0106199010111,青羊(斑羚),其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(青羊(斑羚))
0106199010,0106199010112,叉角羚,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(叉角羚)
0106199010,0106199010113,骆马,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(骆马)
0106199010,0106199010114,美洲驼,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(美洲驼)
0106199010,0106199010115,角马,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(角马)
0106199010,0106199010116,梅花鹿,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(梅花鹿)
0106199010,0106199010117,马鹿,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(马鹿)
0106199010,0106199010118,其他野生偶蹄动物,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(其他野生偶蹄动物)
0106199010,0106199010119,狐狸,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(狐狸)
0106199010,0106199010120,貂,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(貂)
0106199010,0106199010121,大熊猫,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(大熊猫)
0106199010,0106199010122,小熊猫,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(小熊猫)
0106199010,0106199010123,熊,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(熊)
0106199010,0106199010124,水獭,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(水獭)
0106199010,0106199010125,果子狸,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(果子狸)
0106199010,0106199010126,狮,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(狮)
0106199010,0106199010127,虎,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(虎)
0106199010,0106199010128,豹,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(豹)
0106199010,0106199010129,貉,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(貉)
0106199010,0106199010130,豺,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(豺)
0106199010,0106199010131,狼,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(狼)
0106199010,0106199010132,大灵猫,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(大灵猫)
0106199010,0106199010133,小灵猫,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(小灵猫)
0106199010,0106199010134,野狗,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(野狗)
0106199010,0106199010135,其他野生食肉动物,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(其他野生食肉动物)
0106199010,0106199010136,旱獭,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(旱獭)
0106199010,0106199010137,松鼠,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(松鼠)
0106199010,0106199010138,花鼠,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(花鼠)
0106199010,0106199010139,麝鼠,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(麝鼠)
0106199010,0106199010140,海狸鼠,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(海狸鼠)
0106199010,0106199010141,河狸,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(河狸)
0106199010,0106199010142,地鼠,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(地鼠)
0106199010,0106199010143,豪猪,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(豪猪)
0106199010,0106199010144,其他野生啮齿动物,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(其他野生啮齿动物)
0106199010,0106199010145,猩猩,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(猩猩)
0106199010,0106199010146,狒狒,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(狒狒)
0106199010,0106199010147,山魈,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(山魈)
0106199010,0106199010148,其他野生灵长动物,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(其他野生灵长动物)
0106199010,0106199010149,象,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(象)
0106199010,0106199010150,刺猬,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(刺猬)
0106199010,0106199010151,穿山甲,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(穿山甲)
0106199010,0106199010152,袋鼠,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(袋鼠)
0106199010,0106199010153,蝙蝠,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(蝙蝠)
0106199010,0106199010154,其他野生哺乳动物,其他濒危哺乳动物(包括人工驯养、繁殖的),其他濒危哺乳动物(包括人工驯养、繁殖的)(其他野生哺乳动物)
0106199090,0106199090101,其他饲养奇蹄动物,其他哺乳动物,其他哺乳动物(其他饲养奇蹄动物)
0106199090,0106199090102,其他饲养偶蹄动物,其他哺乳动物,其他哺乳动物(其他饲养偶蹄动物)
0106199090,0106199090103,伴侣犬,其他哺乳动物,其他哺乳动物(伴侣犬)
0106199090,0106199090104,工作犬,其他哺乳动物,其他哺乳动物(工作犬)
0106199090,0106199090105,其他用途犬,其他哺乳动物,其他哺乳动物(其他用途犬)
0106199090,0106199090106,伴侣猫,其他哺乳动物,其他哺乳动物(伴侣猫)
0106199090,0106199090107,其他用途猫,其他哺乳动物,其他哺乳动物(其他用途猫)
0106199090,0106199090108,其他饲养食肉动物,其他哺乳动物,其他哺乳动物(其他饲养食肉动物)
0106199090,0106199090109,大鼠,其他哺乳动物,其他哺乳动物(大鼠)
0106199090,0106199090110,小鼠,其他哺乳动物,其他哺乳动物(小鼠)
0106199090,0106199090111,豚鼠,其他哺乳动物,其他哺乳动物(豚鼠)
0106199090,0106199090112,其他饲养啮齿动物,其他哺乳动物,其他哺乳动物(其他饲养啮齿动物)
0106199090,0106199090113,其他饲养兔形目动物,其他哺乳动物,其他哺乳动物(其他饲养兔形目动物)
0106199090,0106199090114,其他饲养哺乳动物,其他哺乳动物,其他哺乳动物(其他饲养哺乳动物)
0106201100,0106201100999,鳄,改良种用鳄鱼苗(包括人工驯养、繁殖的),改良种用鳄鱼苗(包括人工驯养、繁殖的)
0106201900,0106201900101,乌龟,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(乌龟)
0106201900,0106201900102,草龟,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(草龟)
0106201900,0106201900103,绿毛龟,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(绿毛龟)
0106201900,0106201900104,鳖(甲鱼、团鱼),其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(鳖(甲鱼、团鱼))
0106201900,0106201900105,玳瑁,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(玳瑁)
0106201900,0106201900106,鳄龟,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(鳄龟)
0106201900,0106201900107,其他龟鳖,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(其他龟鳖)
0106201900,0106201900108,蛇,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(蛇)
0106201900,0106201900109,蜥蜴,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(蜥蜴)
0106201900,0106201900110,鳄,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(鳄)
0106201900,0106201900111,壁虎,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(壁虎)
0106201900,0106201900112,巨蜥,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(巨蜥)
0106201900,0106201900113,蟒,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(蟒)
0106201900,0106201900114,其他爬行动物,其他改良种用爬行动物(包括人工驯养、繁殖的),其他改良种用爬行动物(包括人工驯养、繁殖的)(其他爬行动物)
0106202010,0106202010999,蛇,食用蛇(包括人工驯养、繁殖的),食用蛇(包括人工驯养、繁殖的)
0106202021,0106202021101,乌龟,食用濒危龟鳖(包括人工驯养、繁殖的),食用濒危龟鳖(包括人工驯养、繁殖的)(乌龟)
0106202021,0106202021102,草龟,食用濒危龟鳖(包括人工驯养、繁殖的),食用濒危龟鳖(包括人工驯养、繁殖的)(草龟)
0106202021,0106202021103,绿毛龟,食用濒危龟鳖(包括人工驯养、繁殖的),食用濒危龟鳖(包括人工驯养、繁殖的)(绿毛龟)
0106202021,0106202021104,鳖(甲鱼、团鱼),食用濒危龟鳖(包括人工驯养、繁殖的),食用濒危龟鳖(包括人工驯养、繁殖的)(鳖(甲鱼、团鱼))
0106202021,0106202021105,玳瑁,食用濒危龟鳖(包括人工驯养、繁殖的),食用濒危龟鳖(包括人工驯养、繁殖的)(玳瑁)
0106202021,0106202021106,鳄龟,食用濒危龟鳖(包括人工驯养、繁殖的),食用濒危龟鳖(包括人工驯养、繁殖的)(鳄龟)
0106202021,0106202021107,其他龟鳖,食用濒危龟鳖(包括人工驯养、繁殖的),食用濒危龟鳖(包括人工驯养、繁殖的)(其他龟鳖)
0106202029,0106202029101,乌龟,其他食用龟鳖(包括人工驯养、繁殖的),其他食用龟鳖(包括人工驯养、繁殖的)(乌龟)
0106202029,0106202029102,草龟,其他食用龟鳖(包括人工驯养、繁殖的),其他食用龟鳖(包括人工驯养、繁殖的)(草龟)
0106202029,0106202029103,绿毛龟,其他食用龟鳖(包括人工驯养、繁殖的),其他食用龟鳖(包括人工驯养、繁殖的)(绿毛龟)
0106202029,0106202029104,鳖(甲鱼、团鱼),其他食用龟鳖(包括人工驯养、繁殖的),其他食用龟鳖(包括人工驯养、繁殖的)(鳖(甲鱼、团鱼))
0106202029,0106202029105,玳瑁,其他食用龟鳖(包括人工驯养、繁殖的),其他食用龟鳖(包括人工驯养、繁殖的)(玳瑁)
0106202029,0106202029106,鳄龟,其他食用龟鳖(包括人工驯养、繁殖的),其他食用龟鳖(包括人工驯养、繁殖的)(鳄龟)
0106202029,0106202029107,其他龟鳖,其他食用龟鳖(包括人工驯养、繁殖的),其他食用龟鳖(包括人工驯养、繁殖的)(其他龟鳖)
0106202091,0106202091999,其他爬行动物,其他食用濒危爬行动物(包括人工驯养、繁殖的),其他食用濒危爬行动物(包括人工驯养、繁殖的)
0106202099,0106202099999,其他爬行动物,其他食用爬行动物(包括人工驯养、繁殖的),其他食用爬行动物(包括人工驯养、繁殖的)
0106209010,0106209010999,其他爬行动物,其他濒危爬行动物(包括人工驯养、繁殖的),其他濒危爬行动物(包括人工驯养、繁殖的)
0106209090,0106209090101,乌龟,其他爬行动物(包括人工驯养、繁殖的),其他爬行动物(包括人工驯养、繁殖的)(乌龟)
0106209090,0106209090102,草龟,其他爬行动物(包括人工驯养、繁殖的),其他爬行动物(包括人工驯养、繁殖的)(草龟)
0106209090,0106209090103,绿毛龟,其他爬行动物(包括人工驯养、繁殖的),其他爬行动物(包括人工驯养、繁殖的)(绿毛龟)
0106209090,0106209090104,鳖(甲鱼、团鱼),其他爬行动物(包括人工驯养、繁殖的),其他爬行动物(包括人工驯养、繁殖的)(鳖(甲鱼、团鱼))
